피시험자 ID,신장,체중,연령,성별,Seat Pos Index,,,,,,,,,,,
2021-01-29-11-039,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-055,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-071,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-086,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-102,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-117,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-133,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-149,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-164,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-180,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-195,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-211,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-227,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-242,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-258,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-273,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-289,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-305,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-320,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-336,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-367,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-383,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-398,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-414,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-429,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-445,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-461,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-476,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-492,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-507,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-523,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-539,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-554,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-570,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-585,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-601,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-617,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-632,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-648,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-663,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-679,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-695,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-710,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-726,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-741,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-757,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-773,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-788,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-804,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-819,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-835,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-851,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-866,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-882,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-897,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-913,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-929,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-944,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-960,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-975,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-11-991,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-007,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-022,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-038,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-053,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-069,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-085,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-100,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-116,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-131,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-147,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-163,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-178,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-194,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-209,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-225,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-256,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-272,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-287,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-303,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-319,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-334,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-350,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-365,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-381,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-397,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-412,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-428,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-443,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-459,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-475,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-490,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-506,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-521,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-537,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-553,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-568,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-584,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-599,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-615,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-631,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-646,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-662,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-677,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-693,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-709,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-724,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-740,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-755,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-771,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-787,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-802,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-818,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-833,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-849,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-865,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-880,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-896,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-911,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-927,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-943,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-958,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-974,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-12-989,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-021,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-036,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-052,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-067,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-099,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-114,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-145,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-161,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-177,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-192,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-208,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-223,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-239,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-255,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-270,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-286,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-301,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-317,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-348,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-364,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-379,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-395,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-442,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-457,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-473,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-489,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-504,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-520,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-535,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-551,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-567,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-582,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-598,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-613,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-629,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-645,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-660,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-676,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-691,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-707,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-723,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-738,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-754,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-769,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-785,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-801,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-816,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-832,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-847,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-863,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-879,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-894,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-910,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-925,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-941,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-957,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-972,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-13-988,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-003,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-019,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-035,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-050,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-066,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-081,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-097,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-113,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-128,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-144,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-175,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-191,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-206,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-222,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-237,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-253,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-269,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-284,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-300,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-315,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-331,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-347,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-362,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-378,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-393,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-409,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-425,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-440,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-456,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-471,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-487,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-503,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-518,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-534,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-549,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-565,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-581,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-596,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-612,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-627,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-643,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-659,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-674,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-690,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-705,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-721,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-737,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-752,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-783,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-799,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-830,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-846,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-861,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-877,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-893,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-908,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-924,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-939,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-955,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-971,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-14-986,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-002,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-017,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-033,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-049,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-064,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-080,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-095,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-111,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-127,10,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
2021-01-29-15-142,40,10,20,20,12345,13345,12345,12345,12345,12345,12345,12345,1234,1234,1234,1234
